city,country,reviewer,review_comments,review_title,streetaddr,score,name,reviewer_origin,post_date,postcode,scrapday
Kuala Lumpur,Malaysia,kengirl,"This is the place to stay if you are a serious shopper (if not I would run a mile!). We stayed in the Residences section in a 2 bedroom apartment. The apartment was great - lots of space, modern furnishings and a nice balcony.I would suggest having breakfast in ""The Spread"" as the executive lounge had a very limited selection. The swimming pool area looked lovely and the gym was quite big as well. My only grumble was that there is no connection from the hotel to the apartments which made it difficult to access the executive lounge and breakfast as they were both in the hotel.I enjoyed our two night stay but think I would have started to go a bit loopy if I had to spend another day in the shopping centre!",Good hotel if you like to shop!,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Melbourne,2010-11-21,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,Chandrashan,"A bit further out from the city centre, however it has it's own mall, a bunch of restaurants, and a train station within minutes walk.Best bathroom in any hotel I've stayed including many 5star places. Modular design with massive rainmaker shower.Otherwise very clean, decent sized standard hotel room.",Great upper-mid range hotel,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Australia,2010-11-20,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,h4ni,"This hotel is very average. The rooms are smallish and a little cold in their decor. The only art hangs on the wall above the bed, the opposite wall is totally blank. Even the lighting doesn't make the rooms more appealing. Things are not where you would expect them to be in a hotel room--light switches are in strange places, the mini bar and kettle are located in the entrance area that appears more like a mini-corridor. The wardrobe is located in the walk-in bathroom area (yes, no doors to the bathroom! Only glass doors to the shower and frosted glass door for the toilet--embarrassing if you happen to have a guest in your room when you need to shower or something like that! No idea if the twin-bedded rooms are similarly arranged though.)The way the bathroom is designed it makes the most of an otherwise cramped space HOWEVER it is not recommended if you are sharing the room with a friend (no privacy!)There are other design flaws for the bathroom, which is otherwise nice and modern: the glass door to the toilet opens only to the inside of the cramped toilet stall, there are two showers in the separate bath area BUT they are both controlled by the same taps, i.e. it is not possible for two persons to use both showers separately at the same time (the bathtub does not have a shower).Location: many people have commented that this hotel is centrally located. Yes and no. Yes, if all you want to do is shop and confine yourself to The Gardens/Mid Valley Megamall. No, if you want to see the city (requires getting around by public transport) or have your own car (area very congested, parking difficult to get).I am not impressed with this hotel. For the rates I paid, could have stayed closer to KLCC area.",Very Average 4-Star Hotel--better deals elsewhere,Lingkaran Syed Putra,3,The Gardens Hotel & Residences,Malaysia,2010-11-01,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,wecindy,"The room is nice and clean but when it comes to the services, it's terrible and unacceptable!!!- Our room was noisy, with the ""bom bom bom"" from the disco outside, even the window glass is shaking.- They came into our room for room service even when we have on the ""do not disturb"" light! Do they understand English?- For every entry, your car is to be charged at a max rate of RM5 for parking, no free parking!- We park our car with the hotel valet parking overnight. We requested for our car on the next morning. Ended up, another car was driven for us, and they told is ""that's your car""!!! - We need to check out, so our car had to park at the lobby for 15 min, but we were told that our car can't park there because ""there will be a Porche coming""! Don't park your car at the lobby if your car is not a Porche!!!",Will never return,Lingkaran Syed Putra,1,The Gardens Hotel & Residences,Malaysia,2010-10-20,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,honkiehoteler,"Client booked us in this hotel as close to where we had to be. Also no idea about the rates, but I was impressed with the place. Huge rooms, very decent with nice views. Didn't try breakfast but the restaurant looked good (as normal in these style Asian hotels). fast internet and a big gym.Location is not good. It served our purpose, but its on top of Mid-Valley shopping complex. if you have no affairs there, don't stay here as it is far from central KL.","Very good hotel, though not centrally located",Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Hong Kong,2010-10-17,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,MrGoh,"I have stayed at this hotel 3 times over 3 weeks and had bad experiences during all 3 stays. I encountered different problems at the hotel each time, wrote to the GM of the hotel via the feedback form but never heard from him/her. 1st time: Iron had a broken front and ironing board had a broken leg + bathroom lights blinking, 2nd time: Shower area was flooding, 3rd time: Aircon was not cold even when set at 15 degrees celsius - maintenance came and commented that the filter very dirty, he swiped with his hands...but aircon still not cold. Requested to change room. Waited 20 minutes and had to call them twice. The bellman who came who totally unhelpful. He stood by the door while I struggle to bring my 2 sets of clothes on hangers (which I ironed while waiting for him to come), my luggage and computer bag. He did not bother to offer any help until I walked towards the lift, turned back and asked for his name. I decided I had enough, so I shorten my stay and moved to a different hotel for rest of my trip. I think I had given The Gardens Hotel chances...but I was disappointed and my experience showed that I should not have bothered to return in the first place.",I will NOT return to this hotel - 3 times of terrible experiences!,Lingkaran Syed Putra,1,The Gardens Hotel & Residences,"Singapore, Singapore",2010-10-13,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,Lalipps,"Stayed here on Exect floor. Rooms are very good, particularly the bathrooms with the seperate showers. Exec floor needs a little work. Ideally located for those going on a shopping spree - thousands of shops in the attached shopping mall. Ideal for business travel as well. Good value hotel",Well located hotel for shoppers and business people,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,KL,2010-10-11,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,Tequila888,"Great value hotel when you compare prices with other 4 star hotels in Bukit Bintang. Nice, spacious room with beautiful bathroom, and the bed is very comfortable. But there are several things lacking:- 1st room sprung a leak in the ceiling at about 10pm and flooded the entrance area. Hotel was efficient enough to move me to another room when I requested it.- Breakfast was NOT up to standard for a 4 star hotel. There was variety, but the food did not taste good and the decoration of the eating area made the whole place feel like a cheap cafeteria. Had breakfast there once and never went back.- Requested for extra bottles of water at about 1am because I was thirsty and had run out. Water never came. I understand it was late, but still...Other than that, I was pretty satisfied with this hotel. I'd stay again if I need convenience for shopping purposes or to head to Bangsar (10min taxi ride away). Otherwise I'd stay at Bukit Bintang instead - which is more colorful and has a wide array of food choices around the area.",Good 4 star hotel - but lacking in service,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Kuching, Malaysia",2010-10-11,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,Jameskee,"Stayed for 2 nights in the ""Executive Premier"" room at the Gardens Hotel at Mid Valley City, KL Malaysia on our roadtrip from Singapore. What we like - 1. The executive lounge provides all guests in the 'Executive' rooms with free drinks and snacks from 5pm to 7pm2. Great selection of food for the breakfast at level 6 - The Spread. Try the waffles! 3. Large LCD TV in room4. Great view of the city (remember to request for the corner rooms for better view)5. Clean room with wooden floor6. Accessible to the Megamall and the Garden Mall 7. Staffs greeted us when they saw us all the timeWhat we didn't like - 1. We can hear the water running from the bathroom next door2. Wired internet lease expires like once every 30 mins (and short internet cable)... wireless would be better here. 3. No dedicated parking lots for hotel guests, i had to park at the Gardens mall4. Guy at the check-in had failed to inform me that they need to put a chop on my parking ticket for the RM5 per entry parking. We were shocked by the RM105 parking charges at the exit before scrambling back to the hotel for the chop - deducting 2 points from ""Service""5. Very limited TV channels available in the room",Nice cosy room with great breakfast!,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Singapore, Singapore",2010-10-09,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,madonna45,"Lovely hotel. Staff very helpful. Booked for 4 guests with agent but hotel only accommodates 3 per room max. After some discussion, we were allowed a family room with a king bed and a pull out bed. Our kids are 8 and 13. The room was a good size and clean and modern with views of petronis towers. Short walk to shopping mall and metro. Lovely gym and pool which whilst in the pool it appears to flow off the building. BeautifulI would recommend to non budget travellers.","upmarket hotel, reasonable price, close to public transport and shopping mall.",Lingkaran Syed Putra,5,The Gardens Hotel & Residences,perth,2010-10-08,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,Chilli_Oil,"Stayed here for a week. Fantastic location with a direct door to Gardens Mall leading to Mid Valley Megamall a shoppers paradise with hundreds of shops and restuarants. Taxis avaliable 24hrs and within easy reach of most of Kuala Lumpur's sights. Rooms are larges and spacious with large bathroom with separate bath and shower. Furnishing modern and comfortable. Free Wired Internet. Nice outdoor swimming pool. and adequate gym.The negatives were;Very small changing room for gym. The business centre's equiptment is a bit dated. Slow lifts. Worse thing in breakfast. First you have to queue up and it was a very long queue. The food was average. The breakfast room is more of a 3 star hotel. The whole experience, food and furnishings reminded me of school.Overall I would stay here again, rooms are very good and location is excellent, but would not opt for breakfast (unless it was free!) with so many options in the malls. Would rate this hotel as a 4 star myself, not quite 5 star in my book.",Good Hotel - Poor Breakfast,Lingkaran Syed Putra,3,The Gardens Hotel & Residences,"London, UK",2010-09-29,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,g5rishi,"I stayed here last year after the hotel was open for 6 months... both the residence and the hotel side - and then again on the hotel side this September 2010. In the 8 months that I've been absent, the hotel is going down hill. It seems that management doesn't know how to keep the hotel in good condition. The light colored carpet IS DIRTY!!!! Time for a shampoo please. After seeing such dirty carpet, I didn't want to take my shoes off either! The mold in the shower is unacceptable. No AC in the elevator - what kind of 5 star hotel ventillation in the elevator while travelling 30 floors up?The things I did like on my recent stay... Internet quality is OK - seemingly faster than last year. Pool was nice. Gym was nice. Room service was fast and the food was hot. The bed was to my liking - firm and large. No smoking hotel is a plusThe front desk staff are lazy and do not follow simple instructions. I asked the staff member to get my bag from the bellman out from storage at 1AM. There were 2 members and the 2nd was just standing there overlooking the first. He proceeded to tell me to ask the bellman myself. Of course, that is just not acceptable and I let him know it. Not a nice way to be welcomed back.I stay here for the location but I might as well stay at cititel as they'll be at the same quality soon enough. The rate is cheap at the Garden's, but if they want to stay 5 star, maybe they should charge a few more ringitts to keep their standards higher. It's not a 5 star by any stretch.. maybe 3.5 now... and dropping.The saddest part of all is that the company that manages the hotel is located in the very same mall as their 3 hotels (boulevard, cititel and gardens)... maybe they should stay there to experience it.",Ok hotel but going down hill fast in just 1.5 yrs from new,Lingkaran Syed Putra,3,The Gardens Hotel & Residences,,2010-09-26,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,Suwatss,"I have stayed at this hotel twice during the past two months to Kuala Lumpur for my business trips. On positive side I found the hotel is reasonable price, good service, and great location particularly for shopping. That's why I go back to stay here. Staff service is great. Around midnight I called front desk for the Internet service that was not working, they sent a staff tight to my room within five minutes to fix it. That's really impressive.Howver on negative Diderot the hotel room was quite noisy for certain nights. During my three nights stay, two were noisy with Bang of the closing door and people chatting in the middle of the night! Room door is hard to close and needs a quick fix for it. Breakfast was not quit good with limited choice variety.",Good hotel but little noisy,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Bangkok, Thailand",2010-08-21,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,Li L,"Stayed there for 2 nights during opening in mid 2008 & what impressed me the most is the 1st non smoking hotel in town. I booked for 2 nights in July for the sake of my teenage son to move around the mall & to meet his friends there.This hotel is less than 3 years but the carpet in the room is dirty & desk top is stained.Went out the following day at 10am & returned to room at 2pm, imagine the room is not tidy yet that I had to put the ""Pls tidy my room"" board on my room door for attention. Upon returned at 5pm, room is tidy but not to my expectations ie: they just overturn the partly wet floor tower not to mention other towels & bedsheet, my facial foam in sample size was disposed. The worst is the housekeeping rang my room door at 01:30am out of my sleep just to send me 2 pillows which I didn't request at all. Sage Rest was fully booked for 2 nights hence I went to the Japanese Rest food & service was bad.",Housekeeping - ways to improve,Lingkaran Syed Putra,3,The Gardens Hotel & Residences,"London, United Kingdom",2010-08-19,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,littlewind20,"I was back again to The Gardens last weekend. The room and cleanliness are great. However, i would strongly recommend the management of the hotel to look into the parking issue for the in house guest. We had a very bad experience to find a parking space through out my stay of 4 days 3 nights at The Gardens. It really inconvenient the guest. Maybe the management can allocate and reserve parking space for in house guest and i believe the hotel will ensure the convenient of the guest at all cost!! Hope that the management of the hotel will seriously look into this matter in order to bring back your loyal returnees.....",Great Stay..However.......,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Penang,2010-08-05,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,jma24,"What an awful place this is. The hotel is covered by mountains of wooden veneer, which is a great metaphor for how it feels to be a guest. This is a hotel which cares about appearances and so-called standards, but which doesn't care about how customers really feel.Yes, it is right on top of the Gardens mall, which is a great place to shop. If that is important to you then this might be an OK place to stay. But there are many reasons why this is simply not a five star hotel.First is the reception and taking of calls. My callers have complained that it takes 20+ rings to get through so they can connect me to the room? Hello? I'm not looking for a personal secretary but there are some basic standards. I don't do credit cards so they made me pay up front (fine) and couldn't take a deposit so have made me pay cash for everything else in the hotel (not fine). I've been all over the world and never seen anything like it.Second is the staff inside. This is a five star hotel. I want to be made to feel that every need of mine is a simple point of reality that they want to help me resolve. Instead, I struggle to communicate with them and they appear to have no interest.Third is the taxi rank. Why do they imagine that it is OK to stick taxis outside that charge 2-3x the going rate. And who won't go on the meter, and try to barter overcharged rates that are 5-10x the real rate? That's not OK.Fourth is the room. It's covered with veneer wood but really not all that. The aircon won't turn the room up above 18 degrees and it is as dry as a bone in there. I had my contact lenses on for 30 minutes and they dried up and had to be practically chiselled off my cornea. And 5 minutes after I got there, they came in the room and locked up the mini bar. The next morning, they took away the bottle of water that I hadn't drunk in the room.Fifth is the food. It's a five star hotel. It's not too much to ask to want somewhere to eat at 11pm. Instead there is a canteen restaurant with poor 1* food on offer. They sent me to a ""fine dining"" restaurant which looked like a building site and was full of grumpy people who told me it wasn't open. Seriously.Sixth is the breakfast. I've had better breakfasts in a Quality Inn or Premier Travel Inn. I was nothing less than disgusted by what the breakfast had in store for me. The sheer volume of people and rush of what was going on. The table I was asked to sit at which was already allocated to someone else. The next table i was asked to sit at that then had 3 other people try to sit down with me. The need to walk all around to find a plate and to ask three times to get a coffee. The tables that were left in a mess for 20-30 minutes at a time. The empty bowls of syrup and meat mixed up with eggs and vegetables. And on it goes.Seventh is the internet. No wireless access in the rooms (don't they know that a lot of devices don't even have a network connection?) and a wired connection which is 12"" long and constrains you to a point on the desk. And which downloads email. Eventually. Opens web pages. Eventually.So if you need to go to the mall, or you have a desperate need to be in this area, then pick this hotel, it's better than nothing. But a five star hotel it is not. Caveat Emptor.",Let down by a thin veneer of paucity,Lingkaran Syed Putra,1,The Gardens Hotel & Residences,"London, United Kingdom",2010-07-25,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,GouFam,"We have just recently returned from a fabulous Malaysian holiday with our 4 young children and stayed at The Gardens Hotel and residences as part of our trip. We were very impressed with this beautiful Hotel, The room was amazing, very clean, only 3 years old, quiet and spacious, we booked a suite to accomodate the family and it exceeded our expectations and great value compared to The Park Royal Hotel in Batu Ferringhi, Penang. The hotel provides a laundry service of 3 free items a day, and your washing is returned as if it had been dry clened ( wish I had this service at home), impeccable service, Very friendly staff. The pool was amazing, as was the mid valley mall , food court and mega mall connecting to this hotel. Fantastic breakfast at the spread. Our highlights in K.L were a trip to the Petronas twin towers and The Batu caves is a must. Be sure to head to Bukit Bintang for some beautiful restaurants.","A Beautiful Hotel, Perfect For Families With Children",Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"Melbourne, Australia",2010-07-19,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,Vectra228,"stayed at the apartments side of The Gardens this time roundcouple of things :1. we got a welcome fruits basket - but hey half rotten grapes and apples past their expiry date dont look that welcoming!2. there was a complimentary 3 pc laundry, but hey they did not even bothered to return to the room until the wife remembered..a call to HseKeeping still took them awhile to get the garments washed <suspect a rushed job?>3. the cleaner ""conveniently"" forgot to clean the room on the 2nd night!4. the gym is pretty largish, cant say the pool looks invitingpros - thumbs up for the buffett spreadmust say its probably to get your breakfast not later than 8am, otherwise get it done at the exec lounge on 29th floor2. the convenience of getting to the gym and buffett restaurant via the 5th (or is it 6th floor) linkoverall thumbs up for the location but service standards are definitely on the decline!",it has to get better?,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Singapore,2010-06-29,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,side11,"My wife and I stayed in this hotel as a base for some household furniture shopping for a flat we have bought in KL. We have also stayed in the Boulevard Hotel, next door which is the sister hotel of this one (see one of my other reviews).We stayed in an executive suite on 12th floor (#1214). The room was spacious, clean with a comfortable king size bed and free internet access (no wifi in room though). Breakfast could be had at the executive lounge on 29th floor or in the all day dining room on 6th floor. We preferred the 6th floor because of a far greater selection of food (including roti canai etc). However, it was very crowded towards the end of the breakfast period (10am) - long queues to be seated - and the staff really did start taking away the breakfast buffet food at 10am, during weekdays at least. The executive lounge was much more peaceful and open until 10:30am but the buffet selection was much more limited and the staff were rather slow in replenishing it.There is a Japanese restaurant on the 7th floor. We ate there once and found the food choice to be rather limited and quite expensive (no sashimi, by the way). The food was OK though and if you need a quick decent meal without needing to go too far (as we did), it will work. Was able to watch World Cup games in the bar of this restaurant and also, surprisingly (for me at least), a rugby international between England and Australia. Bar staff were helpful and friendly. Gym was OK but rather limited equipment. Very spacious - it seems they are waiting to put more weights and other equipment in it). The swimming pool was nice and satisfactory for doing lengths. I was surprised to be ""turfed out"" at 7pm one evening. I'm not sure whether that is a general rule or whether they just needed to do maintenance.The hotel is very convenient for Megamall and the other more upmarket mall next door - you just walk out the back of the hotel on the left of the reception. There are other restaurants in the malls (which seem to close at 10pm). All in all, a good comfortable hotel. It is similar in quality to the Boulevard next door although perhaps marginally better. I would hesitate to describe it as 5 stars though - closer to 4 or 4 1/2 stars.","Good, solid hotel",Lingkaran Syed Putra,3,The Gardens Hotel & Residences,Hong Kong,2010-06-25,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,ya30,"this hotel is pretty amazing,great location,its connected to the gardens mall,and gardens mall is connected to the midvally mega mall,the connection really helps specially in rainy days,the pool is great,its got amazing view,the gym is well equipped,the only problems we had was that A) they didnt mention the price for the minibar when we booked our room through the website B)we booked a room with a king size bed but once we got there they told us that they are out of king size beds so they gave us a room with twin beds,they upgraded us the day after tho.beside that minor bump,it was pretty good,you CAN get taxi's in front of the hotel but it can take some time like 5 to 10 mins,we walked up to midvalley's entrance which is like 5 mins away from the hote and got taxi's there,they all use the taxi meter as well.another strong point is that they offer free internet which is pretty good.the bathroom is heavenly.over all i would recommend it to others",amazing hotel,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"tehran.,iran",2010-06-06,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,thuylu,"Rooms were nice and the pool was also good. However, staff at reception were quite cold and rude. Maybe because we are not westerners. It's location is away from the city but you could do all your shopping at the surrounding malls. If you do decide to take a taxi to see twin towers or go shopping in the city DO NOT get one outside the hotel. They will give you a hotel taxi which will cost you twice the amount and they will take the longer way to everything. We were tricked into going to the Batu Caves when we had requested to go to Pavillion Mall. Definitely ruined our view of the hotel and next time I will definitely stay elsewhere.",don't catch a taxi in front of the hotel,Lingkaran Syed Putra,2,The Gardens Hotel & Residences,Australia,2010-06-02,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,scoobyshunnybuns,"I've stayed here a couple of times for business - I get the ""executive"" (I think its called that) package, where for about MYR320 you get three items laundered each day plus access to the lounge for on-the house breakfast and drinks.For me, the location is perfect, as it's next door to the office where I work - and on top of two great shopping centres (mid valley and the gardens). There's great choices for all types of food in the shopping centres - from steak and pizza to dumplings or local stuff.The rooms still feel new and are clean and spacious. The view's great on one side - you can watch the Klang river fill up after a downpour, and the hotel's location in the middle of a ""donut"" of major roads means there's always traffic to watch - or the lights of KL.Despite being surrounded by roads and rail, the rooms are consistenly quite.You get real value for money staying here - always happy to go back",Great location if you are a shopaholic,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,Melbourne,2010-06-01,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,kkmint,"Booked this hotel via Agoda.com @ RM296 nett (without breakfast) the night before we checked out Sheraton Imperial KL (because all rooms were fully book on the next day and Sheraton Imperial KL didn't book the next night for us due to their booking system mistake).Location wise, it's located next to the Midvalley shopping mall and on top of The Gardens shopping mall, so it's extremely convenient to enjoy food and shopping without any transportation, and get back to hotel and rest within walking distance. That's the strongest point of this hotel.Room is quite spacious. The decor is simple and modern. However the moment we stepped into the room, we smelt something weird. We found that the culprit is the room carpet. We seriously think that the hotel should clean the carpet more frequent as it stinks!There is a 32"" LCD tv that comes with very limited TV channels. LAN internet is provided FOC, good for business travelers. The bed is not as cozy as Sheraton Imperial KL's (sorry for making the comparison but we had just checked out from Sheraton Imperial before checking in this hotel), but at least it's clean =)The toilet is very clean and well lit. You get a big bath tub, a rain shower next to the bath tub, a trendy basin (but not so practical as it's kinda shallow and small), a toilet bowl that is hidden away.Overall, it's a good hotel with very strategic location. Good for a short stay and for people who can't live without internet. Save cost on fuel and get to enjoy food (from cheap to expensive) within walking distance.",Best location with reasonable price and comfortable room,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Malaysia,2010-04-27,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,Plum55,"Hotel is new and linked to the mega mall. Counter staff was friendly and we checked in and check out without any hazzled. But they were not able to advise us when we asked where could we find local food or where was the nearest Subway. The deluxe room is clean and everythings in the room are new. The Super-King size bed was comfortable, free internet connection, LCD TV, free mineral water etc. Overall was within our expections for a 5 stars hotel.",Comfortable and Clean,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Singapore,2010-04-07,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,BeginsYoung,"I've mixed feeling about its services. Being a 5 stars hotel, it doesn't have its own private car park. Quite unusual for a 5 stars hotel in Malaysia I would say. Car park fee is payable for hotel guest too. The connected shared car park was even full and I've to circle around a few times in order to finally park in there. Room wise is top notch, everything that is required of a 5 stars hotel is there. Unlike other hotels/resorts that claim 5 stars but in fact is 3 stars grade. I've stayed on the 27th floor and the view is good! They have free all day cookies and drink for hotel guests on the 29th Floor. Breakfast spead is also satisfactory and I'm given choice of set Americans style breakfast or Buffet style breakfast.The hotel is connected to the modernized shopping mall and the mid valley shopping mall is also joined. A good recommendation for those shopping fans. For food, I still go to the Taman Connaught Pasar Malam for the famous smelly Tou Fu, which is a short drive away.",5 stars Hotel without its own car park,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,SEA,2010-03-28,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,macaron91,"I booked an Executive Premier room at this hotel, as a overnight transit stop before catching a flight to Bali for my honeymoon. We arrived and was immediately taken to the Executive Lounge to check in. Quick efficient check in. I informed the staff that we were checking out at 630am as we had a flight to catch at 930am. We also requested for a taxi at 645am to take us to the airport. The woman at the front desk smiled and said she will sort it out. She said we'd have time for breakfast at the Lounge as they start serving at 630am.We went to our room and inserted the keycard into the slot....NO ELECTRICITY! The room was warm to the point of stiffling, thankfully the bellboy came up soon after and called for help. He came back to inform us that the electricians are coming...in TEN MINUTES! It would have been so much more convienient to give us another room, but nope, we had to wait until the electricians fixed whatever was wrong. Finally, it was sorted, and only the bellboy apologised. We did not receive any apology from the Front Desk. Early the next morning, we packed and took our suitcases ourselves to the Executive Lounge to check out and grab a quick breakfast. The front desk was not manned and it was already 630am. I waited for 5 minutes and called the Main Reception. The woman who answered replied, ""The Executive Lounge is not manned until 7am."" I got upset and said that I was not informed of this when I checked in yesterday. I asked them if they could send someone up to sort out my check out. She replied she had to ask her Duty Manager. She comes back and again reiterated that the Lounge is not manned until 7am and asked if I could come down to the regular lobby to check out! What is the use of paying for ""Executive"" services when you get none? I informed her that we were having breakfast up here and we wished to check out now. She finally said ""Would you like us to send someone up?"" OMG! It finally clicked to her what I wanted! No apology whatsoever. Soon enough, a man was sent to deal with my check out and that went okay. Again this man stated, this Lounge is not staffed till 7am usually. I became upset with him and blasted him for the so-called executive services! I wrote the complaint on their feedback form.Finally all was sorted and we went down to the front of the hotel, expecting the taxi we had booked at 645am. Guess what, the taxi wasn't there! I told the bellboy my flight was at 930am and we really need to get to the airport soon. Had to wait until they find a taxi. The taxi finally arrived, only for the taxi driver and the bellboy to have a nice chat for a bit before leaving. Did I not already say I was running late?My advice to the Gardens, please improve your service. There is no point in having a 5 star facility when you have 1 star service.","5 star facility, 1 star service",Lingkaran Syed Putra,1,The Gardens Hotel & Residences,Home,2010-03-25,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,pakvun,"The room is very comortable, specious and the bathroom is wonderful. It is the best i have ever try before.The rain shower is really nice than follow a long bath of relaxation. It will absoluted chase away your tireness of the day. Those guest book in the executive floor willcheckin in the 29 floor instead of lobby (the highest flor of the buildings). The breakfast has a wide selection of choice located at the 6th floors or 29th floor if you are staying in the excutive floor. Of course, you can entertain/ discussion with your friends here (29th floor) and the drinks is absolutely free. Talking of shopping is also very convenience since from the hotel lobby access to Gardens Mall is just separated by a door. Furthermore, The Garden Mall is connected to Mid Valley Mall, it make shopping more convenience and variety. The room view is consider okay from my room located on the 25th floor. You can have a better view if you stay in Boulevard Hotel. The swimming pool is very good although i didn't try it. It has a child pool (round shape) and a long pool.","Reason Priced, comfort and luxury",Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Sabah,2010-03-06,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,littlewind20,"I was back to KL for my CNY break and choosing to stay in this hotel seems to be the perfect choice for me and my family. They have the perfect location for shopping and traveling around in KL. The room is well apointed and clean. The decor and ambience of the hotel and the room are very pleasant. the bathroom was very lovely and it was very relaxing. The service of the associates are commendable and the hotel is just NICE!Nonetheless, I hope the Front Desk associates will give more info on the parking fees instead of just validate the car park ticket and pass back to the guest as i have to run 3 times from the car park area to the Front Desk just to find out that i need to pay RM5 even after validation.Overall our experiences with the hotel were very pleasant and we will for sure to come back the next visit and definitely will recommend to friends and relatives.",Great Experiences....,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,Penang,2010-02-23,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,Lianbeng,We just returned from our visit to Kuala Lumpur where we stayed 3 nights at this hotel.Overall our experience was a pleasant one. We chose this hotel as we like its location which is right at the the Mid Valley Megamall. We had previously stayed at the other two hotels there (Citadel and the Boulevard Hotel) but this one was the best. BTW booking the room through Agoda was cheaper than the hotel's own website.One snag: The bufeft breakfast spread though offered a wide variety was not of high standard and by the second day we were already tired of it. This was especially true of the coffee which they could do much better. Overall recommended only if you can book room at the cheaper than published rate.,Good but....,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Singapore,2010-02-16,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,Jess_in_Korea,"We stayed 2 nights at The Garden (Fri + Sat), it was 2 bedrooms' room and we found the room was spacy for 3 young children to run around. No problem with the room, clean and tidy , and there is a kitchen with equiped utensil too. The only negative point was we got to walk over to another hotel for our breakfast. Didn't have any problem with the breakfast, full of varieties, no queue, and we usually turned up ard 9am. Overall, we were very pleased with the room and service. Didn't have any problem with staff, we parked our car eventhought it was offered by the hotel's staff. There are extra towels by the poolside, all we needed to do was to state how many we taken and gave our room no.",A great hotel to pick...,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Seoul,2010-02-16,59200,2016-10-08 22:22
Kuala Lumpur,Malaysia,InSearchOf09,"We chose to stay in a 2-bedroom apartment (7 nights) as we have 2 teenaged boys and we have outgrown the one bedroom hotel. The master bedroom was spacious and both bedrooms have ensuite. We could invite our relatives and friends over for a cup of tea/coffee. A friend commented that the apartment was even better than their own home. We went to the Spread for breakfast every morning. On the first morning we were taken aback with the great service from the Captain (Wong) who brought a pair of bedroom slippers for my son when he found out that my son's slippers were broken. He is to be commented for his initiative. For those who love nyonya kueh, you must have breakfast at the Spread. For those who do not need to be in KL, we recommend / have recommended this hotel/apartment in Mid-Valley, away from the crazy traffic in KL. We simply love the spacious apartment and access to the Executive Lounge (Happy Hour). Shops are easily accessible. The only minor disadvantage is that the Spread and Lounge are located in the hotel building which means you need to take a short walk. The cups and other utensils in the kitchen could need a bit more cleaning. They are not very clean. We would stay there again.",Ideal apartment for family,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Australia,2010-02-10,59200,2016-10-08 22:22
